osd,source_name,sample_name,organism,material_type,measurement_types,technology_types,device_platforms,data_files
OSD-488,RR1_GC_M11,M11_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M12,M12_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M13,M13_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M14,M14_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M31,M31_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M32,M32_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M39,M39_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M40,M40_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M21,M21_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M22,M22_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M29,M29_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M30,M30_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC11,GC11_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC12,GC12_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC13,GC13_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC14,GC14_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC15,GC15_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC16,GC16_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC17,GC17_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC18,GC18_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC19,GC19_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC20,GC20_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv11,Viv11_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv12,Viv12_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv13,Viv13_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv14,Viv14_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv15,Viv15_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv16,Viv16_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv17,Viv17_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv18,Viv18_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv19,Viv19_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv20,Viv20_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F11,F11_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F12,F12_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F13,F13_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F14,F14_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F15,F15_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F16,F16_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F17,F17_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F18,F18_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F19,F19_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,F20,F20_ta,Mus musculus,Tibialis Anterior,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc | BioRad ChemiDoc-1 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | BioRad ChemiDoc-9 | Molecular Devices M2 plate reader,Not Available
OSD-488,FViv11,FViv11_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv12,FViv12_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv13,FViv13_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv14,FViv14_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv15,FViv15_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv16,FViv16_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC13,CC13_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC14,CC14_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC15,CC15_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC17,CC17_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC18,CC18_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC19,CC19_sol,Mus musculus,Soleus,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv12,FViv12_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv13,FViv13_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv14,FViv14_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,FViv15,FViv15_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC11,CC11_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC12,CC12_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC13,CC13_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC15,CC15_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-488,CC16,CC16_ta,Mus musculus,Tibialis Anterior,Calcium Uptake,Spectrofluorimetric Assay,Molecular Devices M2 plate reader,Not Available
OSD-489,m1,B1_m1_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m2,B2_m2_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m3,B3_m3_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m4,B4_m4_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m5,B5_m5_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m6,B6_m6_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m7,B7_m7_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m8,B8_m8_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m9,B9_m9_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m10,B10_m10_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m11,VIV1_m11_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m12,VIV2_m12_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m13,VIV3_m13_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m14,VIV4_m14_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m15,VIV5_m15_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m16,VIV6_m16_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m17,VIV7_m17_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m18,VIV8_m18_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m19,VIV9_m19_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m20,VIV10_m20_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m21,FLT1_m21_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m22,FLT2_m22_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m23,FLT3_m23_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m25,FLT5_m25_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m26,FLT6_m26_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m27,FLT7_m27_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m29,FLT9_m29_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m30,FLT10_m30_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m31,GC1_m31_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m32,GC2_m32_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m33,GC3_m33_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m35,GC5_m35_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m36,GC6_m36_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m37,GC7_m37_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m38,GC8_m38_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m39,GC9_m39_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
OSD-489,m40,GC10_m40_L4,Mus musculus,lumbar vertebra 4,Bone Microstructure,Micro Computed Tomography,bruker skyscan,
